รายได้เฉลี่ยต่อเดือนต่อครัวเรือน จำแนกตามภาค และจังหวัด พ.ศ. 2541 - 2558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average Monthly Income Per Household: 1998 - 2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     เชียงราย ,," 8,924 "," 7,930 "," 8,369 "," 8,920 "," 10,495 "," 13,736 "," 13,278 "," 15,034 "," 13,510 "," 13,497 ",     Chiang Rai ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     แม่ฮ่องสอน ,," 5,934 "," 6,317 "," 6,696 "," 8,676 "," 6,544 "," 7,245 "," 7,936 "," 9,024 "," 8,821 "," 15,119 ",     Mae Hong Son ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     นครสวรรค์ ,," 9,500 "," 7,602 "," 9,660 "," 10,200 "," 14,953 "," 15,141 "," 17,127 "," 21,561 "," 24,158 "," 21,952 ",     Nakhon Sawan ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     อุทัยธานี ,," 7,887 "," 9,598 "," 6,519 "," 9,817 "," 13,258 "," 12,036 "," 17,425 "," 18,487 "," 20,150 "," 20,115 ",     Uthai Thani ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     กำแพงเพชร ,," 9,769 "," 12,354 "," 12,583 "," 12,776 "," 15,337 "," 15,559 "," 18,115 "," 18,672 "," 22,083 "," 20,140 ",     Kamphaeng Phet ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     ตาก ,," 9,423 "," 9,674 "," 7,763 "," 9,549 "," 10,963 "," 10,791 "," 12,453 "," 12,936 "," 17,020 "," 20,079 ",     Tak ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     สุโขทัย ,," 10,475 "," 7,156 "," 8,299 "," 11,427 "," 13,843 "," 12,720 "," 15,411 "," 18,098 "," 24,121 "," 22,252 ",     Sukhothai ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     พิษณุโลก ,," 12,068 "," 8,965 "," 10,637 "," 12,751 "," 14,117 "," 13,364 "," 15,779 "," 17,474 "," 27,490 "," 19,235 ",     Phitsanulok ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     พิจิตร ,," 11,185 "," 8,318 "," 10,887 "," 10,951 "," 13,488 "," 15,603 "," 21,821 "," 18,130 "," 21,664 "," 22,101 ",     Phichit ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     เพชรบูรณ์ ,," 8,051 "," 8,435 "," 9,548 "," 9,572 "," 11,323 "," 12,914 "," 17,096 "," 15,678 "," 19,918 "," 21,337 ",     Phetchabun ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ภาคตะวันออกเฉียงเหนือ ,," 8,546 "," 7,765 "," 9,279 "," 10,139 "," 11,815 "," 12,995 "," 15,358 "," 18,217 "," 19,181 "," 21,094 ", Northeastern Region ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     นครราชสีมา ,," 9,418 "," 8,415 "," 9,494 "," 11,398 "," 13,320 "," 14,177 "," 19,158 "," 19,399 "," 22,479 "," 26,376 ",     Nakhon Ratchasima ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     บุรีรัมย์ ,," 8,365 "," 8,137 "," 7,861 "," 8,632 "," 9,698 "," 10,263 "," 13,734 "," 17,316 "," 15,624 "," 18,480 ",     Buri Ram ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     สุรินทร์ ,," 6,398 "," 6,226 "," 6,675 "," 8,095 "," 11,850 "," 12,257 "," 11,310 "," 18,287 "," 21,351 "," 20,315 ",     Surin ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     ศรีสะเกษ ,," 7,669 "," 7,593 "," 7,564 "," 8,745 "," 9,406 "," 10,782 "," 10,666 "," 13,944 "," 16,207 "," 18,793 ",     Si Sa Ket ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     อุบลราชธานี ,," 10,267 "," 9,874 "," 12,258 "," 11,697 "," 12,035 "," 14,534 "," 16,747 "," 21,660 "," 22,344 "," 20,453 ",     Ubon Ratchathani ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     ยโสธร ,," 7,478 "," 4,826 "," 6,045 "," 9,410 "," 9,969 "," 10,040 "," 11,813 "," 16,767 "," 14,418 "," 19,518 ",     Yasothon ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     ชัยภูมิ ,," 6,220 "," 7,683 "," 8,364 "," 9,161 "," 11,551 "," 11,253 "," 12,380 "," 15,794 "," 18,641 "," 23,830 ",     Chaiyaphum ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     อำนาจเจริญ ,," 8,139 "," 7,711 "," 9,307 "," 11,423 "," 13,134 "," 11,889 "," 14,763 "," 15,975 "," 17,273 "," 21,173 ",     Amnat Charoen ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     บึงกาฬ ,,,,,,,,,," 20,207 "," 23,767 ",     Bungkan ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     หนองบัวลำภู ,," 8,386 "," 5,532 "," 7,326 "," 8,318 "," 11,030 "," 11,889 "," 14,012 "," 17,139 "," 15,390 "," 22,553 ",     Nong Bua Lam Phu ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     ขอนแก่น ,," 11,521 "," 9,757 "," 11,554 "," 13,088 "," 11,349 "," 15,065 "," 19,779 "," 16,030 "," 18,095 "," 21,337 ",     Khon Kaen ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     อุดรธานี ,," 7,744 "," 6,841 "," 9,885 "," 10,789 "," 14,097 "," 17,273 "," 16,684 "," 22,017 "," 25,966 "," 22,817 ",     Udon Thani ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     เลย ,," 9,905 "," 7,387 "," 9,289 "," 10,013 "," 12,083 "," 13,765 "," 13,411 "," 17,958 "," 16,338 "," 20,990 ",     Loei ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     หนองคาย ,," 12,548 "," 7,123 "," 11,001 "," 11,466 "," 12,877 "," 12,885 "," 14,467 "," 16,979 "," 18,058 "," 21,207 ",     Nong Khai ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     มหาสารคาม ,," 8,444 "," 8,746 "," 9,642 "," 10,178 "," 13,646 "," 15,812 "," 19,845 "," 25,461 "," 21,644 "," 18,540 ",     Maha Sarakham ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     ร้อยเอ็ด ,," 5,987 "," 7,207 "," 9,442 "," 9,817 "," 10,849 "," 11,779 "," 14,932 "," 20,167 "," 20,505 "," 19,990 ",     Roi Et ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     กาฬสินธุ์ ,," 6,908 "," 6,469 "," 8,736 "," 8,908 "," 12,470 "," 12,507 "," 11,748 "," 17,293 "," 13,921 "," 15,452 ",     Kalasin ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     สกลนคร ,," 7,660 "," 7,751 "," 10,227 "," 8,971 "," 11,295 "," 11,957 "," 16,679 "," 15,326 "," 16,854 "," 19,281 ",     Sakon Nakhon ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     นครพนม ,," 7,909 "," 5,343 "," 7,613 "," 8,168 "," 9,927 "," 10,009 "," 12,859 "," 14,053 "," 14,310 "," 15,804 ",     Nakhon Phanom ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     มุกดาหาร ,," 9,890 "," 9,485 "," 9,236 "," 9,284 "," 13,497 "," 13,406 "," 17,370 "," 19,048 "," 16,494 "," 22,870 ",     Mukdahan ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ภาคใต้ ,," 11,461 "," 11,186 "," 12,487 "," 14,469 "," 18,668 "," 19,716 "," 22,926 "," 27,326 "," 27,504 "," 26,286 ", Southern Region ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     นครศรีธรรมราช ,," 11,196 "," 10,789 "," 12,317 "," 14,079 "," 17,377 "," 18,087 "," 23,296 "," 29,970 "," 27,479 "," 25,124 ",     Nakhon Si Thammarat ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     กระบี่ ,," 11,986 "," 9,928 "," 13,318 "," 16,877 "," 18,446 "," 18,852 "," 23,647 "," 33,350 "," 27,276 "," 31,012 ",     Krabi ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     พังงา ,," 7,650 "," 10,217 "," 12,428 "," 16,965 "," 29,617 "," 22,211 "," 22,356 "," 24,470 "," 26,168 "," 28,842 ",     Phangnga ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     ภูเก็ต ,," 19,313 "," 20,702 "," 26,363 "," 25,082 "," 25,630 "," 25,084 "," 28,515 "," 26,048 "," 31,857 "," 31,500 ",     Phuket ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     สุราษฎร์ธานี ,," 11,967 "," 10,800 "," 14,056 "," 16,150 "," 21,747 "," 26,207 "," 30,604 "," 34,417 "," 36,865 "," 36,466 ",     Surat Thani ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     ระนอง ,," 9,033 "," 9,410 "," 10,765 "," 14,328 "," 18,679 "," 21,620 "," 19,274 "," 26,049 "," 32,292 "," 22,035 ",     Ranong ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     ชุมพร ,," 10,232 "," 10,454 "," 10,922 "," 11,482 "," 17,232 "," 19,003 "," 25,179 "," 28,022 "," 27,540 "," 29,306 ",     Chumphon ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     สงขลา ,," 15,057 "," 13,505 "," 14,192 "," 15,481 "," 22,093 "," 22,342 "," 27,356 "," 26,711 "," 26,824 "," 27,660 ",     Songkhla ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     สตูล ,," 8,924 "," 9,711 "," 12,702 "," 11,826 "," 14,307 "," 17,328 "," 20,695 "," 21,047 "," 25,400 "," 23,209 ",     Satun ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     ตรัง ,," 12,973 "," 12,782 "," 14,332 "," 17,038 "," 20,801 "," 23,650 "," 21,992 "," 36,245 "," 33,270 "," 23,309 ",     Trang ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     พัทลุง ,," 12,315 "," 11,550 "," 10,820 "," 14,985 "," 18,045 "," 18,670 "," 19,381 "," 25,202 "," 26,169 "," 21,478 ",     Phattalung ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     ปัตตานี ,," 10,737 "," 9,759 "," 9,702 "," 11,837 "," 12,547 "," 11,840 "," 13,511 "," 16,122 "," 20,199 "," 17,513 ",     Pattani ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     ยะลา ,," 7,560 "," 9,932 "," 10,018 "," 11,886 "," 14,354 "," 13,698 "," 19,619 "," 21,859 "," 22,483 "," 15,584 ",     Yala ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     นราธิวาส ,," 6,281 "," 7,802 "," 7,603 "," 9,240 "," 11,586 "," 13,148 "," 11,244 "," 16,834 "," 16,773 "," 19,890 ",     Narathiwat ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     ที่มา:,การสำรวจภาวะเศรษฐกิจและสังคมของครัวเรือน  สำนักงานสถิติแห่งชาติ  กระทรวงเทคโนโลยีสารสนเทศและการสื่อสาร,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Source:,"The Household Socio - Economic Survey, National Statistical Office, Ministry of Information and Communication Technology",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
